categorie,question,A,B,C,bonne_reponse,commentaire,source
Cat A - Deontologie et conformite,Que doit mettre en place un Prestataire de service d'investissement (PSI) pour prévenir les conflits d'intérêts ?,Une politique des conflits d'intérêts conforme au modèle proposé par son association professionnelle,Une politique des conflits d'intérêts adaptée à sa structure et maintenue opérationnelle,"Une politique des conflits d'intérêts non modifiable, sauf accord de l'ACPR",B,"Pour garantir une prise de décision impartiale et protéger l'intérêt des clients, un PSI doit élaborer et actualiser régulièrement une politique spécifique qui identifie et gère les situations potentielles de conflit, en accord avec son organisation et ses spécificités opérationnelles.",Article L533-10 du CMF
Cat A - Deontologie et conformite,La saisine du service de la médiation de l'AMF est :,Payante,Réservée aux clients patrimoniaux,Gratuite,C,"Le service de médiation de l'Autorité des Marchés Financiers (AMF) offre une résolution de conflits sans frais pour les consommateurs, facilitant l'accès à la justice sans préjudice financier direct, dans le domaine financier.",CMF L621-19 / code de la consommation L611-1 et suivants / amf-france.org/Le-mediateur-de-l-AMF
Cat A - Deontologie et conformite,Qu'est-ce que la faculté d'alerte éthique ?,La possibilité de déclarer des transactions personnelles,La possibilité de déclarer la levée du secret professionnel sous certaines conditions,La possibilité de faire part au responsable de la conformité d'un dysfonctionnement d'une opération,C,"La faculté d'alerte éthique permet aux employés de signaler anonymement et sans crainte de représailles des activités suspectes ou contraires à l'éthique, assurant ainsi l'intégrité et la transparence au sein de l'organisation.","Arrêté du 03/11/2014, art. 36 et art. 37 : https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029700770&categorieLien=id"
Cat A - Deontologie et conformite,La personne désignée comme responsable de la conformité :,Peut être choisie librement et sans restriction,Doit avoir obtenu une carte professionnelle délivrée par l'AMF,Doit avoir obtenu une habilitation délivrée par la Préfecture,B,La carte professionnelle de l'AMF certifie que le responsable de la conformité possède les connaissances et compétences réglementaires nécessaires pour superviser la conformité aux normes financières.,RG AMF 312-29
Cat A - Deontologie et conformite,Qu'impose le règlement général de l'AMF (Autorité des Marchés Financiers) aux PSI (Prestataires de Services d'Investissement) en matière de délai de réponse aux réclamations des clients ?,Répondre sous 1 mois,Répondre sous 2 mois,Répondre sous 3 mois,B,"L'AMF stipule que les PSI doivent traiter et répondre aux réclamations des clients dans un délai maximum de deux mois, pour assurer un service adéquat et respecter les droits des investisseurs.",313-8 Règlement Général de l'AMF
Cat A - Deontologie et conformite,"Au sein d'un prestataire de services d'investissement, autre qu'une Société de Gestion de Portefeuille, peut-il y avoir plusieurs titulaires de cartes professionnelles de responsable de la conformité, délivrées par l'Autorité des Marchés Financiers ?","Oui, si l'AMF s'assure que le nombre des titulaires de ces cartes est en adéquation avec la nature et les risques des activités du prestataire de services d'investissement, sa taille et son organisation","Non, en aucun cas","Oui, mais limités au nombre de trois",A,"L'Autorité des Marchés Financiers a la responsabilité d'adapter les exigences réglementaires aux caractéristiques spécifiques de chaque entité. Ainsi, elle peut autoriser plusieurs responsables de la conformité si cela correspond aux besoins opérationnels et à la structure du prestataire, garantissant une surveillance et une gestion des risques adéquates.",RG AMF 312-32
Cat A - Deontologie et conformite,"En matière de traitement des réclamations clients, le PSI doit :",Sélectionner les réclamations par rapport à la surface financière du client,Sélectionner les réclamations les plus récentes,Etablir et maintenir opérationnelle une procédure efficace et transparente en vue du traitement raisonnable et rapide des réclamations,C,"Une procédure efficace et transparente garantit que les réclamations sont traitées de manière juste et sans délais inutiles, renforçant ainsi la confiance et la satisfaction des clients, éléments essentiels à la réputation et à la conformité réglementaire du PSI.",ACPR - Recommandation sur le traitement des réclamations 2016-R-02 du 14 novembre 2016
Cat A - Deontologie et conformite,Quelle sont les obligations des PSI en matière de suivi des réclamations ?,Les PSI ont uniquement des obligations de traitement à respecter vis-à-vis des clients,Les PSI doivent identifier les dysfonctionnements et mettre en place les actions correctives,Les PSI ne peuvent pas utiliser les réclamations pour détecter des dysfonctionnements,B,"Les PSI (Prestataires de Services d'Investissement) sont régulés pour assurer une bonne pratique et la confiance dans le système financier. En identifiant les dysfonctionnements suite aux réclamations et en mettant en œuvre des actions correctives, ils améliorent leurs services et respectent les réglementations imposées.",instruction AMF 2012-07 modifiée au 01/05/2017 - § 4
Cat A - Deontologie et conformite,Lorsqu'une société de gestion de portefeuille d'OPCVM agréée et ayant son siège social en France commercialise un OPCVM en Espagne:,"Elle est libre de répondre aux réclamations des porteurs de parts ou actionnaires résidant en Espagne soit en français, soit en espagnol",Elle doit établir des procédures et des modalités appropriées afin de garantir qu'elle traitera correctement les réclamations des porteurs de parts ou actionnaires résidant en Espagne et que ceux-ci ne sont pas limités dans l'exercice de leurs droits,Les porteurs de parts ou actionnaires résidant en Espagne devront faire part de leurs éventuelles réclamations en français afin que celles-ci soient prises en compte par la société de gestion de portefeuille,B,"Cette réponse est basée sur la nécessité de respecter les réglementations européennes et locales concernant la protection des investisseurs et le traitement équitable des clients, garantissant ainsi une bonne communication et gestion des litiges pour les investisseurs internationaux.","Article 321-41, alinéa 1 RGAMF"
Cat A - Deontologie et conformite,Le code monétaire et financier impose aux PSI d'agir d'une manière qui :,"Permet d'offrir aux clients le meilleur rapport qualité-prix des services proposés, sans avoir à préserver l'intégrité du marché",Favorise la circulation d'informations privilégiées,Sert au mieux l'intérêt du client et respecte l'intégrité des marchés,C,"Le code vise à protéger les clients en garantissant que les PSI agissent avec leurs meilleurs intérêts à l'esprit, tout en préservant l'équité et la transparence des marchés financiers pour maintenir la confiance dans le système économique.",RG AMF art 314-3 / CMF L533-11
Cat A - Deontologie et conformite,La procédure de réclamation :,Doit toujours être gratuite pour le client,Peut être payante à condition que le prix soit raisonnable et ait vocation à couvrir les frais de traitement du dossier,Doit toujours être gratuite sauf pour avoir recours au médiateur,A,"Imposer des frais pour une réclamation peut décourager le client de rapporter des problèmes ou des insatisfactions, réduisant ainsi la capacité de l'entreprise à améliorer son service ou son produit et à maintenir de bonnes relations avec ses clients.",RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
Cat A - Deontologie et conformite,La notion de 'barrières à l'information' est relative :,Désigne les règles de protection de l'information sur les marchés réglementés,Désigne les nouveaux moyens informatiques mis en place pour lutter contre le piratage informatique,Désigne un ensemble de procédures dont l'objet est de prévenir la circulation indue d'informations privilégiées,C,"Les barrières à l'information sont des mesures ou protocoles mis en place pour contrôler l'accès et la diffusion d'informations sensibles, afin d'éviter que des informations privilégiées ne soient utilisées de manière inappropriée ou illégale, en particulier dans des contextes financiers ou commerciaux.",315-1 et suivants du règlement général de l'AMF.
